Username,Text
beautiifulstrug,Gnite twitter world..long day tomorrow. Night class till 10pm 
laurenmcartney,"is going to priceline (city) tomorrow, but lost her 'must haves' list "
vannypack,i miss my kitty cats 
purplebint,"is off to the dentist, then the midwife for blood tests..whoop de frikking do "
tashjones,Missing @vemsteroo  Unwell still so having phoned the office am going back to bed. It seems empty this morning. *sigh*
stefaniemaqz,@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh
megannepearson,cant be bothered gwtting dressed  x
Soveperser,is tired of flowchart Kens 
webmaster_paul,"@stompthewalrus Haha, well i have lived in texas the past 12 years, i think that explains itself. Lol. Si habla espaool. "
RexySexy,Completely addicted to my iPhone. It's like a bad habit. 
cjtaylor82,wanting some sunshine so we can lay in the pool 
EVband,still up trying to finish a mix 
eddiemunster8,fucken a man lol. tiring night at work. hope to get this job! for got bout the hills  dang nabbit lol.. 
AlmaLaCubana,This sickness is making it impossible for me 2 sleep!! That and how hot I am 
madnotmad,@cyantist You're so lucky! I wish I did. 
KWelkeBrom,@Twxtd4Jordan I wish I could. I HAVE to keep my door open for other people that may need me. 
kaayler,"@saamx  thanks, you too&lt;3"
nicolalalalala,@abacab1975 still sore  comes put tomorrow though!
moriesbel,shutting off twitter 
DaveBenham,Friendfeed beta doesn't appear to like my Twitter account  http://ff.im/-1Y0Zm
viswajith,Hmm.. The work is not easy. Wasted two hours for a silly mistake. Now one system is too slow 
MonaColonia,"@mileycyrus where did you find that quote... no, don�t answer, better sleep! xoxo from Germany (where it�s already morning  )"
rumpledoodles,you know a Monday's really bad when it spills over to tuesday. 
GraceMShealy,can't sleep.  And wondering why my following keeps going down?    Guess I gotta try and be more interesting!  Haha.
theuptownlife,boycotting work: on facebook's fashion war. 
gan35h,"faces a mammoth task for the rest of the day, so many things to do, so little time   "
supervelerey,is so 'jeles' argh.  sy pn mau jln sm kau jg. *sadddddddddddddish
carrielby,Annoying place. 4pm and half the hawker's closed. I want otah! 
howlingmadhowie,"mm, twitter appears to have eaten some of my posts. naughty twitter "
PIP808,At University of Hawaii's Hamilton Library.  Doing HW  drinking orange soda 
catbook,Masha is alone and sad  http://apps.facebook.com/catbook/profile/view/5408301
Warlach,"To the people who called out to me on the red carpet, I was blinded by the lights! "
omgwtfannie,@moony394 omg i can't believe this. i want to cry. freaking fb spoiled me!!! how could this happen?? 
radiantbaby,Watching @David_Tennant. Interesting set/filming updates. I wish I was in Cardiff. 
CARMAriah,"Struggling regarding the fact that dance is 5 days away!!  On the other side, Vacation!!!!"
KAR_in_a,Ummm so I have to wait until 6am for the video 
sakerinha,"ow ow ow, tummy ache, too much candy. i never learn "
cathrynscott,"Anyone else having trouble accessing their @ replies? When I click on the link on the right, nothing happens. I can't access them "
aleeshajulia,Feel yucky sick this morning 
mckjerral,"@catdevnull nah, same one, rang up to see what progress was, someone else has offered but been rejected, they reckon 117-118+ to get it "
QQIANN,is feeling terribly sick right now! 
jonaslovato,ugh! i wake up and ff goes to sleep  guess i should just do more revision
therebecca,"i wanna see twilight again. love it, but i don't have the dvd.  oh well... guess i surive."
Ragdollshelly,"r.i.p baby girl sandra cantu.....my prayers r with the cantu family, be strong! "
shootingstar145,i'd like to know why I never sleep. 
edd8990,"@kremsersenf Away from Tubingen and the Germs, yes, away from friends, not so much "
cynicalscribble,"completing reports and meetings this morning.  Interviewing people this afternoon, busy bee today blurrgghh "
VikaM,?????? ? ?? ???? ???????? ???? ???? ??????????? ?????? ??? ????? - There was a problem with your picture 
DCBTV,"@TXBrad I need Coffee, lol, I saw you tweet this on McInTEC Net lol  it comes up before Mibbit, Mibbit is so slow on Twitter, it sucks "
HudsonKent,Well everyone. after a super adventurous 2 days Luke has gone home  Let us all morn the loss of a hero. Im off to continue playing Sims 2.
CazCore,i really want a puppy 
zompzwin,"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already "
DCBTV,"@jonnyisgeek I cant watch, it sucks "
CaptiveCulture,"@amsterdamant unfortunately, I didn't dream about shoes "
isdown,No TravoRadio this morning. BlipFM is down.  http://bit.ly/ch6Xr
beforeyoufall,@ohonefourthree this is me word for word. my stomach is all fucked up. sucks 
marcslove,hey @DJTracyYoung why aren't you playing at GayDays this year?  every year i know Tracy's night will be the best night.
even_in_death,money isnt suppose to depress you 
Taylerose,@x0mrsjoejonas im okay.. Im just really really missing my best friend 
ashdonaldson,"@breezyskies I did the PET course last time I was in SF. OK on theory (which I knew), not so good on tools (what I was after) "
abeeken,@barryearnshaw @pezholio My Achilles heel for spending is X DVD's for �20 in HMV 
mrpaulb,AppleTV has died  dreading diagnosis
LOweeee,is not looking forward to class and work tomorrow. 
chrsfrwll,A day negotiating wth insurers after spilling beer on my laptop last night.  Probably to no avail. 
sugarghc,nobody is talking to me  
metaljustgotgay,Just woke up 
happymikipower,BKK has protest  maybe Ho Chi Minn City?!
susanlam,i'm hella breaking out 
lisacherie,is probably sick. FFS. 
christy_leigh,is poorly sick 
h0uz3,"@corienb Kutner's gone?? Really have to see the new episodes, urgently! But they aren't available on DVD yet. "
jkaine11,"goodnight nobody, since i have no followers nobody can see me say this "
simpixels,Darn! Forgot that tonight's shoot was postponed. Will be at a loose end now!&quot;  
pauly,Amazon mp3 downloads down to 29p So much for my 10%  Cheers @jodiedoubleday http://tinyurl.com/dg5qtg
georgiesaid,@LadyLDN I hope you feel better soon  Being ill is no fun at all.
sarahholguin,is finally home after a shitty day at work doing floorset...... 
SarCoop,maybe an insomniac.. or just nocturnal 
LGREDSTAR,@eliteforce - I have been told by friends that constantly circle the globe that the flight from the UK to downunder is the worst ever! 
joelyuk,"In a queue for a ticket at Phantasialand. Looks busy, school holidays ftl. Silver Mine and Winjas Fear are closed too "
CashiToHo,"@cherrytreerec oh man, i can't see the vid.  its ot available in my country."
nurainiffah,Tryin to take a nap. I can't sleep!! 
meganwolfe,@bivancamp Did you update iTunes to the new version b4 you lost it? New software update killed my ipod. 
fefleur,wondering where the sunshine went 
toddler82uk,just got up and nappy very wet and split at the back  going for a nice baby bath and then back in nappies i go
emmelemzi,@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. 
bepcurran,Today is the day the government kills us all 
toughcity,haven't talk with aaliyah love in a few  miss her some. wife says to thank her for the mags she sent us ;)
miss_tattoo,@newkidsfan awwwww ur gunna make me cry!  i miss him so much! he has blessed me w/ so much love and memories...
rach2718,"@dottedwithearts lol, i still gotta work. always do "
tansykat,finished everything she needs to do at work tonight.  Ugh...three hours of nothing coming up... 
Chelsicka,I wish this was easier. Or that you got the hint. booooo 
Carolke,Good morning! Can't believe this is my last week in London  But I will be back in the Marketingworld of London for sure!
Kndralectrocute,im boring  i really dont understand how to use this 
kellyrose,@cathrynscott thank you - nor me 
mattlightner,has nothing to contribute to a discussion of Angels and Airwaves vs Blink 182  
lindilej,doesn't want him to go 
FenOswin,Just remembered that I've forgotten my best friends birthday 
igjianc,"Awww, Ellie sounds so sick, poor thing "
Beckkaaa,"Baby, I miss you so much. "
halilmollaoglu,Writing an article (video converters in test). It'll take a long time 
lydkwan,@pietrofelix good luck enduring the tiring journey! 
CVD,About to start the epic drive from Glasgow to Alton Towers. Looks like a rainy few days 
sdjeremiah,at work and tired. doing reports... fun! no not really 
PennySA,Maya is being spayed today.I'm very nervous about it 
kiryn,"thats it!, im folding and getting tweetie for my iphone - #twitteriffic is taking toooo long to update!.  i need grouping &amp; replies."
kyrabeth,is tired 
fraseyboy,@storycorey But... Its a mac 
corrie_lea18,is going to be a long week! Funeral and work tomorrow!  ***143 JAC***
laowai,Gonna be a great day: 4 of the 6 members of our team are off 
Acterveld,Woke up and feel like Rubbish  Rest? Or Chill indoors and play Xbox with a cold drink?
dottedwithearts,@rach2718 oh no that sucks  mike has to work saturday and monday... andrews got from friday till wednesday off the bugger lol
MarcyLA,"I'm over it, but accutely aware that only Bob will ever know that "
PauletteParis,"wake up in Paris, but it's grey ..  need more sun !!"
mrphildog,@peachFUZZ_uk Ah but that's OK you see as it is &quot;to stop da terrorists&quot; and anything that claims to be for that is acceptable. 
nufnuf77,i'm trying to fine friends on twitter...no luck so far 
beckett1,My xbox as finally given up the fight 
justsoren,working on my senior paper 
heythereesydney,ohhh i hate civicsss 
Nelcobra,havent update this in a while bin stuck with my gf during the week. non im bk in class learnin 
chrismevans,Argh.  Driving into London today.  Made a wrong turn at Kings-X - stuck in an extra 30 minutes of logjam traffic 
lachlanhurst,"Nothing beats the cold, damp feeling you get when pulling on a wet pair of knicks "
LiL_Lullue,yay no work todayyy   but working for the rest of the week  lol
pjaramirez16,dancing with myself.... I'm not Emo!!! Want to write a song.... 
Astroy,I'm ill....i don't like that 
dianabobar,the last season of the hills  what will one do with oneself when it ends?
Nelcobra,havent update this in a while bin stuck with my gf during the week. now im bk in class learnin 
Connyyy,@ellelovexx haaaaa i want mac &amp; cheese toooooo!!!  hahahaha hey..i still got the one u left here...i guess im making that today Oo lol
tyrannos00r,Ugh. Back to 40 dollar fill ups at the pump 
moviedrome,"@helenvking I feel for you, commuting on packed trains is hideous "
teleken,@triner Too bad you couldn't wait another month or so for me to sell mine. 
SusieCreagh,I miss The Glass House  but thankfully pretty much every moment of it has been uploaded onto youtube.
7Skies,the future is no more as it used to be 
jessicaton,loves her iPhone but hates the fact tjat she needs to charge it often 
colinmercer,Plug on train once again doesnt work 
joacimhagg,@theresev solen var inge varm 
jonsie,waiting for my Cisco IP phone to load 
JackiiAngel,LISTEN TO JONAS BROTHERS i love this band but i come from germany and i can�t see them 
Jessica___xx,@bradhfh Hello! you stoped talking to me  lol
Squishtof,is even more irritated to find that the patch doesn't even get released properly until tmrw.. whats the point of letting you do it now?! 
RoseStack,@jess22t they have diff camps. gahh they're all rural though. woga woga and bathurst  but they're the best 4 advertising 
suzannee87,"Tried to install a Twitter-application on my phone. Didn't work tough, boo! "
Chawmain,"@NYBabe Oh balls,  I forgot all about your article in the mail yesterday!  Have you got a link to it or an electronic copy?"
piippo_,"Doing some architectural modeling for a change now, going smooth so far. Intuos 4 M is looking very tempting... can't get one yet "
baybiegela,"you PROMISED not to leave me, right?? i hope you wouldn't break that promise.  "
chew_it,flu shot.. ouch 
MoonFireLove,I am scheduled to be very productive on a few hrs and I still can not sleep.   Insomia has gotten to me..
